,timestamp,open,high,low,close,adjusted close,volume,dividend amount
0,2022-04-13,162.97,171.53,162.75,171.07,171.07,7790021,0.0
1,2022-04-08,159.36,163.9,154.0,162.92,162.92,10679320,0.0
2,2022-04-01,156.41,162.13,155.55,159.43,159.43,9591157,0.0
3,2022-03-25,157.17,158.0,152.85,156.41,156.41,9375373,0.0
4,2022-03-18,147.08,157.8,146.7,157.17,157.17,12145167,0.0
5,2022-03-11,143.45,153.975,140.69,147.02,147.02,18813222,0.0
6,2022-03-04,140.7,148.78,131.8793,143.47,143.47,17067067,0.0
7,2022-02-25,142.32,142.84,130.595,140.69,140.69,10951586,0.0
8,2022-02-18,137.64,143.65,133.495,142.84,142.84,10855846,0.0
9,2022-02-11,134.13,142.38,133.8,137.43,137.43,9236076,0.0
10,2022-02-04,128.21,134.6556,128.0,133.49,133.49,9369967,0.0
11,2022-01-28,123.62,132.76,123.62,128.49,128.49,13292963,0.0
12,2022-01-21,129.72,133.24,125.79,126.23,126.23,14919169,0.0
13,2022-01-14,140.23,140.61,127.5,130.81,130.81,17530969,0.0
14,2022-01-07,140.52,144.46,138.64,140.96,140.96,8599485,0.0
15,2021-12-31,137.07,142.6,136.79,140.52,140.52,8719142,0.0
16,2021-12-23,134.38,137.95,132.4,137.0,137.0,6944627,0.0
17,2021-12-17,140.0401,141.99,135.8,136.32,136.32,18490037,0.0
18,2021-12-10,138.01,142.16,135.66,141.55,141.55,14208145,0.0
19,2021-12-03,142.37,143.7973,132.5,137.04,137.04,17801788,0.0
20,2021-11-26,134.995,149.3742,132.29,141.11,141.11,21417053,0.0
21,2021-11-19,123.14,135.59,121.41,134.96,134.96,37468335,0.0
22,2021-11-12,109.27,115.05,108.3,113.08,113.08,20899177,0.0
23,2021-11-05,108.16,116.49,103.45,110.0,110.0,32943083,0.0
24,2021-10-29,103.33,108.41,102.76,107.76,107.76,15565699,0.0
25,2021-10-22,98.78,103.28,98.4311,103.15,103.15,9012675,0.0
26,2021-10-15,98.85,99.82,96.7,99.27,99.27,9715590,0.0
27,2021-10-08,97.95,100.25,96.07,98.85,98.85,17594056,0.0
28,2021-10-01,84.51,101.43,84.41,97.98,97.98,54730855,0.0
29,2021-09-24,88.51,89.86,84.26,84.54,84.54,17718821,0.0
30,2021-09-17,90.63,90.67,87.12,89.31,89.31,17276696,0.0
