,timestamp,open,high,low,close,adjusted close,volume,dividend amount
0,2022-04-14,131.35,132.4,127.05,127.05,127.05,4943643,0.0
1,2022-04-08,134.67,134.8425,130.38,131.82,131.82,4914752,0.0
2,2022-04-01,133.45,136.705,132.4,134.38,134.38,4164856,0.0
3,2022-03-25,134.66,135.82,132.19,133.56,133.56,4610712,0.0
4,2022-03-18,127.55,135.36,125.86,134.76,134.76,5240469,0.0
5,2022-03-11,131.18,132.11,126.22,126.34,126.34,5753525,0.22
6,2022-03-04,128.56,131.85,126.41,130.99,130.7696,6078500,0.0
7,2022-02-25,128.01,130.22,121.804,129.87,129.6514,4210089,0.0
8,2022-02-18,130.81,132.5,127.5,128.22,128.0042,4381259,0.0
9,2022-02-11,134.74,137.71,130.095,130.81,130.5899,6218705,0.0
10,2022-02-04,134.64,143.48,133.68,134.49,134.2637,5653547,0.0
11,2022-01-28,134.64,137.08,129.94,134.99,134.7628,6037401,0.0
12,2022-01-21,140.06,140.82,135.18,136.42,136.1904,3907195,0.0
13,2022-01-14,141.04,145.28,138.46,141.54,141.3018,4249619,0.0
14,2022-01-07,147.25,147.52,142.32,142.38,142.1404,4270791,0.0
15,2021-12-31,143.33,148.07,142.98,147.04,146.7926,2418712,0.0
16,2021-12-23,138.56,143.28,136.94,142.57,142.3301,3081058,0.0
17,2021-12-17,142.81,145.06,139.18,139.83,139.5947,6038151,0.0
18,2021-12-10,140.42,142.835,138.555,142.75,142.5098,3661690,0.2
19,2021-12-03,140.18,141.22,135.71,139.14,138.7083,5486823,0.0
20,2021-11-26,142.53,143.55,138.59,139.09,138.6584,3894685,0.0
21,2021-11-19,140.74,143.155,139.37,142.48,142.0379,4321780,0.0
22,2021-11-12,142.09,142.5,138.29,140.26,139.8248,3253134,0.0
23,2021-11-05,132.53,143.215,132.53,140.94,140.5027,7780635,0.0
24,2021-10-29,131.22,133.52,129.47,132.4,131.9892,3614694,0.0
25,2021-10-22,127.27,131.78,127.03,131.14,130.7331,3747256,0.0
26,2021-10-15,126.21,130.27,122.9,128.33,127.9318,4526409,0.0
27,2021-10-08,124.56,127.1,122.375,126.19,125.7984,5777474,0.0
28,2021-10-01,129.66,131.325,122.5,124.96,124.5723,5557840,0.0
29,2021-09-24,127.77,130.15,126.295,129.61,129.2078,6187707,0.0
30,2021-09-17,131.4,132.71,129.06,130.14,129.7362,8131893,0.2
31,2021-09-10,134.58,134.825,130.35,130.43,129.8264,4994177,0.0
32,2021-09-03,137.52,137.95,133.9,135.4,134.7734,4470087,0.0
33,2021-08-27,135.61,137.375,134.935,136.84,136.2067,2604398,0.0
34,2021-08-20,137.15,137.67,133.596,134.77,134.1463,3156642,0.0
35,2021-08-13,136.92,137.805,135.8,137.24,136.6049,4153053,0.0
36,2021-08-06,139.4,140.1,136.095,136.82,136.1868,5087336,0.0
37,2021-07-30,137.57,139.69,135.64,139.05,138.4065,3321395,0.0
38,2021-07-23,134.48,138.13,131.625,137.83,137.1921,4538934,0.0
39,2021-07-16,134.58,137.2,134.0,136.23,135.5996,6751334,0.0
40,2021-07-09,134.54,135.96,131.57,135.47,134.8431,4033777,0.0
41,2021-07-02,133.81,135.17,132.21,134.94,134.3155,4049422,0.0
42,2021-06-25,132.07,134.51,131.5618,133.65,133.0315,3837558,0.0
43,2021-06-18,135.46,137.62,130.57,130.65,130.0454,4235023,0.0
44,2021-06-11,138.06,138.1,135.41,135.86,135.2313,3267857,0.2
45,2021-06-04,136.33,137.94,134.68,137.7,136.8613,4028126,0.0
46,2021-05-28,133.59,135.57,132.07,135.1,134.2771,4155503,0.0
47,2021-05-21,133.73,134.42,129.67,132.85,132.0408,4742419,0.0
48,2021-05-14,137.8,139.07,130.47,134.34,133.5217,5453869,0.0
49,2021-05-07,136.1,138.06,133.13,137.33,136.4935,6760740,0.0
50,2021-04-30,135.28,137.84,133.64,134.93,134.1081,3878025,0.0
51,2021-04-23,133.0,135.61,130.13,135.01,134.1877,3563017,0.0
52,2021-04-16,131.33,134.8,130.98,132.85,132.0408,4976253,0.0
53,2021-04-09,129.78,131.79,128.43,131.29,130.4903,5051513,0.0
54,2021-04-01,126.51,129.13,126.06,128.66,127.8763,4315482,0.0
55,2021-03-26,120.92,127.52,120.245,127.32,126.5445,5895366,0.0
56,2021-03-19,121.29,124.11,119.75,120.76,120.0245,4628737,0.0
57,2021-03-12,123.31,125.78,120.24,121.57,120.8295,6812299,0.2
58,2021-03-05,119.53,124.0,118.41,122.25,121.3058,4229754,0.0
59,2021-02-26,120.25,123.85,117.8,117.97,117.0589,5140043,0.0
60,2021-02-19,122.48,122.6,117.9601,120.86,119.9265,3153630,0.0
61,2021-02-12,117.84,122.11,117.6842,121.75,120.8097,5040132,0.0
62,2021-02-05,114.0,119.57,112.69,117.0,116.0964,7108997,0.0
63,2021-01-29,116.6,117.42,106.96,113.26,112.3852,6827555,0.0
64,2021-01-22,120.19,121.52,116.91,117.35,116.4437,3279456,0.0
65,2021-01-15,122.01,124.93,116.9,119.0,118.0809,3862236,0.0
66,2021-01-08,121.1,125.81,117.71,123.54,122.5859,4250462,0.0
67,2020-12-31,120.14,121.07,117.66,120.94,120.0059,1838865,0.0
68,2020-12-24,115.93,119.44,114.63,119.04,118.1206,1959056,0.0
69,2020-12-18,119.48,119.69,116.22,118.1,117.1879,4881968,0.0
70,2020-12-11,117.23,119.3,116.705,118.38,117.4657,4632024,0.0
71,2020-12-04,119.72,120.08,114.24,116.84,115.9376,5297595,0.18
72,2020-11-27,118.48,121.69,117.35,119.77,118.6622,3600629,0.0
