,timestamp,open,high,low,close,adjusted close,volume,dividend amount
0,2022-04-13,273.9,277.94,269.09,273.55,273.55,1529081,0.0
1,2022-04-08,281.5,285.045,266.94,274.06,274.06,4971001,0.0
2,2022-04-01,289.44,299.565,279.96,282.2,282.2,3503128,0.0
3,2022-03-25,288.72,293.14,286.08,290.43,290.43,2381057,0.0
4,2022-03-18,274.62,290.7,271.02,290.39,290.39,3628382,0.0
5,2022-03-11,283.0,286.2,268.51,270.98,270.98,5232163,0.0
6,2022-03-04,293.28,300.22,282.59,283.85,283.85,4067957,0.0
7,2022-02-25,299.94,302.21,280.35,297.99,297.99,3131240,0.0
8,2022-02-18,300.88,311.1,297.04,300.03,300.03,3132925,0.0
9,2022-02-11,303.0,315.02,297.978,300.53,300.53,4375387,1.03
10,2022-02-04,306.24,340.0,297.93,302.97,301.9484,5564336,0.0
11,2022-01-28,306.8,322.39,297.71,308.56,307.5195,4423127,0.0
12,2022-01-21,323.62,330.2,308.81,313.48,312.4229,3453770,0.0
13,2022-01-14,320.73,330.5,311.9876,326.93,325.8276,2922876,0.0
14,2022-01-07,318.41,328.23,314.13,323.74,322.6483,3824300,0.0
15,2021-12-31,312.55,319.96,311.86,318.12,317.0473,1755531,0.0
16,2021-12-23,297.59,313.2,289.77,311.89,310.8383,2506762,0.0
17,2021-12-17,320.0,320.5,302.14,302.61,301.5896,4361216,0.0
18,2021-12-10,309.84,322.74,307.1131,318.93,317.8545,2609625,0.0
19,2021-12-03,313.56,314.56,293.06,305.4,304.3702,4272167,0.0
20,2021-11-26,330.94,332.33,307.03,309.64,308.5959,2428326,0.0
21,2021-11-19,334.74,334.98,327.62,329.75,328.6381,3554149,0.0
22,2021-11-12,328.84,334.34,324.3,334.0,332.8737,3333886,1.03
23,2021-11-05,297.34,330.6,295.97,325.75,323.6315,5137539,0.0
24,2021-10-29,298.89,308.0,296.25,296.59,294.6611,3816708,0.0
25,2021-10-22,294.67,302.545,293.64,299.25,297.3038,1952378,0.0
26,2021-10-15,291.49,301.65,283.0,297.95,296.0123,2396911,0.0
27,2021-10-08,290.35,298.24,284.7,290.95,289.0578,4204594,0.0
28,2021-10-01,288.98,296.15,279.46,291.69,289.793,4410574,0.0
29,2021-09-24,280.99,293.62,279.12,287.84,285.968,4228966,0.0
30,2021-09-17,287.58,293.855,284.16,287.63,285.7594,4071294,0.0
31,2021-09-10,289.37,293.76,283.14,284.05,282.2027,3810351,0.0
32,2021-09-03,304.79,304.79,289.25,289.91,288.0246,4341749,0.0
33,2021-08-27,289.88,308.36,288.74,304.53,302.5495,4205926,1.03
34,2021-08-20,291.72,302.2,285.5,287.85,285.0123,5492670,0.0
35,2021-08-13,298.68,301.91,290.2,293.0,290.1116,7778630,0.0
36,2021-08-06,306.0,318.5,292.85,298.53,295.5871,5544971,0.0
37,2021-07-30,306.91,312.16,305.41,312.03,308.954,2495267,0.0
38,2021-07-23,293.86,307.72,286.23,306.68,303.6567,3451527,0.0
39,2021-07-16,309.0,313.61,299.5,300.0,297.0426,3586069,0.0
40,2021-07-09,306.82,313.61,301.205,311.57,308.4985,3860604,0.0
41,2021-07-02,300.85,310.0,297.07,308.27,305.231,4806180,0.0
42,2021-06-25,284.89,303.81,282.56,301.74,298.7654,5426687,0.0
43,2021-06-18,301.46,301.95,280.5,280.99,278.22,6501798,0.0
44,2021-06-11,309.59,312.18,300.69,301.98,299.0031,3089737,0.0
45,2021-06-04,312.37,314.64,306.09,309.04,305.9935,2339497,0.0
46,2021-05-28,307.78,311.0,302.22,308.15,305.1122,3608803,0.0
47,2021-05-21,320.95,321.53,301.0,305.82,302.8052,4441799,0.0
48,2021-05-14,321.04,324.68,304.0,321.84,318.6673,4350891,0.0
49,2021-05-07,317.0,321.3,305.48,319.26,316.1127,4726043,1.03
50,2021-04-30,319.0,322.1,309.26,313.81,309.7072,4448360,0.0
51,2021-04-23,320.0,320.0,308.45,318.12,313.9608,3288749,0.0
52,2021-04-16,322.44,323.48,314.4,321.11,316.9117,2953988,0.0
53,2021-04-09,319.53,323.804,313.8,321.09,316.892,3578133,0.0
54,2021-04-01,318.5,320.72,313.68,316.21,312.0758,2895118,0.0
55,2021-03-26,311.05,318.92,302.73,317.59,313.4377,4318789,0.0
56,2021-03-19,311.85,321.74,307.07,311.05,306.9833,4222836,0.0
57,2021-03-12,301.9,313.79,295.46,312.56,308.4735,6207922,0.0
58,2021-03-05,292.15,302.9,288.12,299.99,296.0679,4620997,0.0
59,2021-02-26,279.73,297.86,276.74,286.96,283.2082,5999842,0.0
60,2021-02-19,278.85,280.74,266.26,279.73,276.0727,4021840,0.0
61,2021-02-12,281.46,281.745,266.72,276.24,272.6284,4842144,0.88
62,2021-02-05,267.77,287.85,263.59,279.47,274.9384,5953013,0.0
63,2021-01-29,274.0,274.97,247.41,264.61,260.3194,5934748,0.0
64,2021-01-22,288.62,291.18,271.68,275.17,270.7082,3769096,0.0
65,2021-01-15,277.17,293.8,276.74,285.17,280.546,3792968,0.0
66,2021-01-08,273.51,286.37,264.2,280.66,276.1091,4233629,0.0
67,2020-12-31,270.99,272.75,263.0,272.41,267.9929,1883353,0.0
68,2020-12-24,266.22,273.14,264.25,269.45,265.0809,2702967,0.0
69,2020-12-18,278.11,278.6157,270.0,272.0,267.5896,3527997,0.0
70,2020-12-11,274.1,276.93,268.85,274.68,270.2261,3695323,0.0
71,2020-12-04,270.74,277.05,265.3,275.74,271.2689,4442924,0.0
72,2020-11-27,269.58,280.29,268.17,272.85,268.4258,2636677,0.0
73,2020-11-20,265.27,269.8,259.37,267.12,262.7887,4430186,0.0
74,2020-11-13,260.0,269.12,251.77,258.99,254.7905,8140225,0.0
75,2020-11-06,212.45,239.5599,211.03,237.56,233.708,6055450,0.88
76,2020-10-30,222.98,223.0005,200.03,208.36,204.2263,3768983,0.0
77,2020-10-23,222.76,228.67,220.76,226.16,221.6732,3237874,0.0
78,2020-10-16,219.19,226.59,211.815,222.86,218.4386,3887629,0.0
79,2020-10-09,210.83,221.16,209.43,218.11,213.7829,3034729,0.0
80,2020-10-02,203.14,210.98,196.98,207.3,203.1873,3579954,0.0
81,2020-09-25,202.85,204.4,192.25,199.98,196.0125,3738500,0.0
82,2020-09-18,211.16,217.59,207.79,208.41,204.2753,3859053,0.0
83,2020-09-11,205.23,209.96,202.86,209.13,204.981,2842376,0.0
84,2020-09-04,209.36,215.21,203.57,207.3,203.1873,5433141,0.0
85,2020-08-28,207.37,211.69,206.14,210.47,206.2944,3995623,0.88
86,2020-08-21,209.43,211.325,202.97,206.32,201.3739,3217910,0.0
87,2020-08-14,197.56,213.86,197.37,209.62,204.5948,5123226,0.0
88,2020-08-07,179.65,198.04,178.68,197.6,192.863,5561936,0.0
89,2020-07-31,182.87,186.12,175.02,178.92,174.6308,4275362,0.0
90,2020-07-24,183.67,185.785,180.16,182.86,178.4763,3011108,0.0
91,2020-07-17,177.69,189.0,174.88,184.96,180.526,5854349,0.0
92,2020-07-10,186.71,188.86,174.07,175.4,171.1952,5160004,0.0
93,2020-07-02,174.78,187.99,173.6,182.98,178.5935,4266447,0.0
94,2020-06-26,182.26,186.21,170.3,172.54,168.4037,6175533,0.0
95,2020-06-19,172.28,195.91,172.06,182.94,178.5544,5595453,0.0
96,2020-06-12,195.69,203.56,173.13,180.16,175.8411,7054051,0.0
97,2020-06-05,180.62,209.4,179.52,195.45,190.7645,8602262,0.0
98,2020-05-29,173.81,185.57,173.51,179.97,175.6556,7790612,0.0
99,2020-05-22,161.23,171.05,160.97,166.88,162.8794,5216092,0.0
100,2020-05-15,159.16,160.12,140.01,153.29,149.6152,8440260,0.0
101,2020-05-08,149.59,162.63,148.02,161.0,157.1404,6542828,0.88
102,2020-05-01,136.22,160.77,135.31,153.08,148.5721,9347766,0.0
103,2020-04-24,134.07,137.42,128.87,134.95,130.976,5707736,0.0
104,2020-04-17,142.44,144.73,123.32,138.6,134.5185,9167832,0.0
105,2020-04-09,126.53,148.83,123.42,145.17,140.895,5830161,0.0
106,2020-04-03,123.24,135.21,113.8,115.81,112.3996,9296355,0.0
107,2020-03-27,100.75,134.99,93.51,121.28,117.7085,11078791,0.0
108,2020-03-20,127.0,128.32,93.0,102.43,99.4136,10657662,0.0
109,2020-03-13,150.0,160.07,126.19,140.32,136.1879,12749362,0.0
110,2020-03-06,186.2,198.81,163.48,164.99,160.1314,9164474,0.0
111,2020-02-28,207.2,208.04,176.3,184.77,179.3289,8593301,0.0
112,2020-02-21,210.67,215.94,208.26,215.2,208.8628,3353345,0.0
113,2020-02-14,206.54,215.4,206.25,211.84,205.6017,2878905,0.0
114,2020-02-07,196.64,210.77,195.95,207.82,201.7001,5208935,0.88
115,2020-01-31,194.09,209.29,192.5,195.69,189.1342,7338920,0.0
116,2020-01-24,205.9,206.43,195.62,198.28,191.6374,3903787,0.0
117,2020-01-17,205.53,209.75,204.02,207.0,200.0653,3827150,0.0
118,2020-01-10,204.75,208.13,203.72,205.31,198.4319,3534653,0.0
