,timestamp,open,high,low,close,adjusted close,volume,dividend amount
0,2022-04-13,86.15,86.22,83.08,83.55,83.55,23318560,0.0
1,2022-04-08,85.64,87.52,84.64,86.09,86.09,34755738,0.0
2,2022-04-01,84.05,86.28,83.65,85.71,85.71,38497916,0.0
3,2022-03-25,82.0,84.24,81.42,83.94,83.94,32575513,0.0
4,2022-03-18,79.68,83.49,78.7,82.37,82.37,44441466,0.0
5,2022-03-11,80.96,85.4,78.44,79.3,79.3,64161527,0.0
6,2022-03-04,77.09,80.45,76.49,80.21,80.21,56336854,0.425
7,2022-02-25,73.93,77.24,70.7402,77.16,76.7433,44376208,0.0
8,2022-02-18,74.95,76.47,73.815,74.15,73.7495,44588449,0.0
9,2022-02-11,76.0,77.27,74.67,74.96,74.5552,41006508,0.0
10,2022-02-04,72.91,79.47,72.75,76.01,75.5995,62361226,0.0
11,2022-01-28,81.65,82.045,69.79,72.5,72.1085,109131508,0.0
12,2022-01-21,82.0,85.275,80.7,82.6,82.1539,45341788,0.0
13,2022-01-14,85.8,86.36,82.67,83.2,82.7507,44526624,0.0
14,2022-01-07,93.42,93.65,84.51,86.41,85.9433,48985185,0.0
15,2021-12-31,90.85,93.73,90.63,93.36,92.8558,19861767,0.0
16,2021-12-23,89.8,91.3391,88.505,90.7,90.2102,26444332,0.0
17,2021-12-17,90.26,92.7,89.45,90.94,90.4489,50025843,0.0
18,2021-12-10,88.07,90.92,87.88,90.28,89.7924,32940829,0.0
19,2021-12-03,87.22,89.68,86.016,88.03,87.5546,54598972,0.0
20,2021-11-26,88.15,88.42,85.86,86.09,85.6251,21517070,0.385
21,2021-11-19,86.91,88.825,86.41,88.31,87.447,29546882,0.0
22,2021-11-12,85.53,86.67,84.04,86.31,85.4666,26075052,0.0
23,2021-11-05,85.44,86.24,83.17,85.53,84.6942,29484192,0.0
24,2021-10-29,84.4,86.49,83.93,85.33,84.4961,29674549,0.0
25,2021-10-22,81.34,84.7,80.76,84.42,83.595,27279695,0.0
26,2021-10-15,79.2,82.45,77.57,81.67,80.8719,43972910,0.0
27,2021-10-08,79.05,82.605,78.51,80.21,79.4262,27685297,0.0
28,2021-10-01,80.01,80.785,77.01,79.21,78.436,43504182,0.0
29,2021-09-24,81.54,82.91,80.49,80.7,79.9114,33635712,0.0
30,2021-09-17,85.89,85.94,81.545,81.64,80.8422,37643163,0.0
31,2021-09-10,85.44,86.97,84.47,84.93,84.1001,22637974,0.0
32,2021-09-03,83.26,86.51,83.01,85.69,84.8526,28552007,0.0
33,2021-08-27,85.81,86.08,83.34,83.41,82.5949,31821829,0.385
34,2021-08-20,83.45,86.43,83.12,86.28,85.0462,37906570,0.0
35,2021-08-13,80.96,83.545,80.12,83.45,82.2567,30310266,0.0
36,2021-08-06,78.47,81.0,78.13,80.61,79.4573,32738785,0.0
37,2021-07-30,76.79,78.85,76.112,77.9,76.786,28409197,0.0
38,2021-07-23,77.43,78.38,75.805,77.2,76.096,35874558,0.0
39,2021-07-16,75.2,78.35,74.38,77.92,76.8057,34591604,0.0
40,2021-07-09,74.51,76.02,74.04,74.99,73.9176,24093547,0.0
41,2021-07-02,74.77,75.845,73.07,74.28,73.2178,34300285,0.0
42,2021-06-25,73.69,74.74,72.59,73.86,72.8038,32695410,0.0
43,2021-06-18,73.61,74.97,73.02,73.28,72.2321,50349497,0.0
44,2021-06-11,72.57,73.6,71.71,73.49,72.4391,31204082,0.0
45,2021-06-04,73.4,73.4,71.82,72.34,71.3055,30934955,0.385
46,2021-05-28,74.77,74.88,72.8,73.22,71.7897,41731469,0.0
47,2021-05-21,73.0,75.2468,71.2,74.44,72.9859,46539223,0.0
48,2021-05-14,74.34,75.72,71.5,73.12,71.6917,36734589,0.0
49,2021-05-07,77.83,77.99,73.305,74.53,73.0741,38643951,0.0
50,2021-04-30,78.39,78.61,76.63,77.51,75.9959,32402836,0.0
51,2021-04-23,81.0,81.37,77.69,78.24,76.7116,37712349,0.0
52,2021-04-16,77.78,81.405,77.21,80.94,79.3589,36986860,0.0
53,2021-04-09,76.54,78.41,75.95,77.94,76.4175,33085043,0.0
